TransactionAmount,TransactionType,Location,Channel,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,CustomerOccupation
115.92,Debit,Raleigh,ATM,53,57,1,3897.17,Retired
438.04,Debit,Philadelphia,ATM,67,247,1,5358.95,Retired
677.29,Debit,Houston,Online,27,287,1,627.79,Engineer
296,Debit,Las Vegas,Branch,35,248,1,7418.82,Doctor
299.09,Credit,Boston,Branch,36,84,1,5615.26,Engineer
461.52,Credit,Denver,Branch,24,44,1,1995.18,Student
100.52,Debit,Las Vegas,ATM,50,110,1,453.39,Engineer
85.35,Debit,Washington,ATM,66,166,1,2173.76,Retired
79.76,Debit,Raleigh,Branch,39,170,1,6452.14,Engineer
778.49,Credit,Omaha,Online,75,107,1,7713.67,Retired
386.38,Debit,Phoenix,Online,42,135,1,5528.36,Engineer
165.25,Debit,Sacramento,Online,35,106,1,9939.94,Doctor
14.29,Debit,Los Angeles,ATM,34,150,1,7016.99,Engineer
232.79,Credit,Indianapolis,Branch,55,145,1,2661.3,Retired
1237.56,Credit,Austin,Branch,60,159,1,9410.17,Engineer
92.29,Debit,Albuquerque,Branch,54,115,1,2026.32,Engineer
293.97,Debit,Phoenix,Branch,68,153,1,7371.85,Retired
136.32,Debit,Miami,Online,19,113,1,264.83,Student
251.06,Debit,Colorado Springs,Online,36,34,1,10001.66,Doctor
50.17,Credit,Sacramento,ATM,77,35,1,7752.14,Retired
21.4,Debit,Fresno,Branch,34,258,1,9594.11,Engineer
73.28,Debit,Boston,Branch,21,21,1,1329.41,Student
70.23,Debit,Memphis,ATM,38,260,1,11624.93,Doctor
689.29,Debit,El Paso,ATM,22,100,1,168.84,Student
745.03,Debit,Fort Worth,Online,28,231,1,160.57,Student
54.61,Debit,Milwaukee,ATM,58,160,1,7135.64,Engineer
54.05,Debit,Louisville,Branch,27,146,1,469.14,Student
107.47,Debit,Austin,Online,67,144,1,7517.5,Retired
611.11,Debit,Detroit,ATM,20,282,4,919.84,Student
219.63,Debit,Charlotte,ATM,48,44,1,8013.63,Doctor
188.7,Debit,New York,Branch,54,123,1,5077.06,Retired
93.52,Debit,Philadelphia,Online,51,97,1,2791.2,Engineer
275.92,Credit,Nashville,Branch,62,107,1,1777.38,Retired
376.79,Debit,Milwaukee,Branch,68,265,1,7749.14,Retired
8.98,Debit,Detroit,Online,66,56,1,4516.76,Retired
697.32,Debit,Atlanta,Online,68,91,1,2016.02,Retired
17.45,Debit,Omaha,ATM,18,88,1,1959.52,Student
302.16,Debit,Kansas City,Online,80,138,5,3876.61,Retired
442.74,Debit,San Diego,Branch,23,136,1,1790.27,Student
623.9,Debit,San Jose,ATM,27,249,1,711.47,Student
445.41,Debit,Fresno,ATM,35,235,3,12154.66,Doctor
63.41,Debit,Fort Worth,ATM,26,36,1,1546.22,Student
346.85,Debit,Kansas City,ATM,44,88,1,7208.15,Doctor
71.95,Credit,Omaha,Online,59,53,1,9267.32,Engineer
7.5,Debit,Dallas,Online,63,36,1,6485.78,Retired
206.46,Debit,Virginia Beach,ATM,65,279,1,3984.38,Retired
423.11,Debit,Columbus,ATM,60,47,1,412.78,Engineer
35.84,Credit,Colorado Springs,Online,54,172,1,4795.65,Retired
88.6,Credit,Raleigh,Branch,28,105,1,246.57,Student
1431.3,Debit,Oklahoma City,ATM,18,168,1,1058.13,Student
53.81,Credit,Raleigh,ATM,55,37,2,2564.62,Engineer
22.46,Debit,New York,Online,54,78,1,6631.5,Retired
334.89,Debit,Fort Worth,Online,21,260,1,1661.68,Student
319.27,Credit,Omaha,Online,54,59,1,5504.01,Retired
144.3,Debit,Oklahoma City,ATM,18,88,1,312.19,Student
348.7,Credit,Fresno,Branch,69,149,1,2445.58,Retired
366.21,Debit,Oklahoma City,ATM,62,181,1,10862.99,Doctor
99.11,Debit,Philadelphia,Online,55,12,1,5414.87,Retired
539.35,Debit,Milwaukee,ATM,55,127,1,3919.44,Retired
188.99,Debit,Oklahoma City,Branch,58,92,1,7315.34,Engineer
1416.69,Debit,Nashville,ATM,46,58,1,3740.73,Engineer
710.14,Debit,El Paso,ATM,26,227,1,465.63,Student
308.68,Debit,Milwaukee,Online,53,170,1,9992.36,Doctor
166.68,Debit,Mesa,ATM,57,139,1,5141.19,Retired
0.99,Debit,Los Angeles,ATM,45,133,1,4317.85,Engineer
505.19,Debit,Kansas City,ATM,30,128,5,5326.68,Doctor
66.58,Debit,Raleigh,Branch,23,79,1,1636.32,Student
223.43,Debit,Dallas,Branch,77,178,1,7932.41,Retired
659.95,Debit,Detroit,Online,60,114,1,3927.69,Engineer
634.86,Debit,Chicago,ATM,27,45,1,588.5,Student
286.5,Credit,Boston,Branch,30,60,1,8517.95,Engineer
322.96,Credit,Philadelphia,Branch,76,168,1,2401.59,Retired
654.48,Debit,Columbus,Branch,19,114,1,6776.41,Student
157.97,Debit,Philadelphia,Branch,48,140,1,5529.92,Doctor
120.9,Debit,Tucson,Branch,40,52,1,9009.42,Doctor
254.77,Debit,Denver,Branch,57,57,1,5994.87,Engineer
795.96,Debit,Raleigh,Online,65,119,1,5468.58,Retired
149.25,Debit,Omaha,ATM,39,142,1,5677.52,Engineer
3.42,Credit,San Antonio,Online,43,158,1,14180.21,Doctor
68.19,Credit,Fresno,Online,40,189,1,9895.1,Doctor
493.42,Debit,Baltimore,Branch,39,111,1,2232.84,Engineer
37.57,Debit,El Paso,ATM,57,42,1,7739.54,Retired
127,Credit,Nashville,Branch,19,68,5,431.16,Student
96.89,Debit,Sacramento,ATM,59,53,1,6044.93,Retired
448.33,Debit,Atlanta,ATM,25,161,1,922.19,Student
1116.48,Debit,San Diego,ATM,51,55,1,447.53,Engineer
8.65,Debit,Las Vegas,Online,48,273,1,10778.35,Doctor
65.57,Debit,Miami,Online,41,82,1,7513.79,Engineer
539.81,Debit,San Francisco,Online,46,177,1,2051.25,Engineer
363.53,Debit,Kansas City,ATM,63,142,1,1038.91,Retired
64.9,Credit,Detroit,Branch,51,72,1,6854.61,Retired
358.18,Debit,Boston,ATM,18,157,1,619.86,Student
167.2,Debit,San Antonio,Branch,30,84,1,11320.83,Doctor
121.91,Debit,Chicago,Branch,60,133,1,14510.8,Doctor
137.57,Debit,Louisville,Online,54,70,1,5103.67,Engineer
534.62,Debit,Oklahoma City,Online,55,45,1,13793.53,Doctor
463.92,Debit,Mesa,Online,50,199,1,2403.39,Engineer
320.14,Debit,Milwaukee,Online,60,96,1,3075.97,Retired
214.93,Debit,Albuquerque,Online,28,52,1,7835.4,Student
660.02,Debit,Nashville,Branch,20,84,1,414.43,Student
345.81,Debit,Raleigh,Branch,40,135,1,6116.8,Engineer
143.54,Debit,Philadelphia,ATM,71,80,1,6067.62,Retired
42.55,Debit,Seattle,Branch,53,29,1,7341.43,Engineer
1063.25,Credit,Omaha,Online,21,128,1,1240.71,Student
541.79,Debit,Mesa,ATM,22,125,1,1454.08,Student
40.57,Debit,Columbus,Branch,26,63,1,1476.91,Student
120.24,Debit,Milwaukee,Branch,18,131,2,1943.13,Student
498.67,Debit,Miami,Online,28,244,1,1719.97,Student
227.22,Debit,El Paso,ATM,53,220,1,832.82,Doctor
1182.86,Debit,Tucson,Online,30,34,1,7696.16,Engineer
56.94,Credit,Charlotte,Online,76,74,1,7004.63,Retired
629.82,Debit,Colorado Springs,ATM,68,159,1,6385.69,Retired
59.44,Debit,Chicago,Online,35,176,1,5472.03,Engineer
186.69,Debit,New York,Branch,30,54,1,8602.22,Engineer
230.46,Debit,Mesa,Online,19,179,1,162.53,Student
65.09,Credit,Seattle,Online,44,159,1,9370.9,Engineer
457.09,Credit,Nashville,Online,55,63,1,8570.82,Engineer
552.02,Credit,Chicago,ATM,44,100,1,522.08,Engineer
377.12,Debit,Houston,ATM,34,61,1,836.67,Engineer
204.56,Credit,San Diego,Branch,18,179,1,364.72,Student
420.28,Debit,Washington,Branch,35,144,1,8557.32,Doctor
97.09,Debit,Fort Worth,ATM,24,202,4,1579.57,Student
124.59,Debit,Charlotte,Branch,27,171,1,129.29,Student
73.88,Debit,Charlotte,Online,39,34,1,6474.41,Doctor
77.43,Debit,Raleigh,Online,21,169,1,1380.21,Student
106.16,Debit,Phoenix,ATM,56,277,4,7487.79,Doctor
245.93,Debit,Fresno,Branch,54,172,1,7986.63,Engineer
622.41,Debit,Indianapolis,ATM,64,125,1,7322.01,Doctor
43.73,Debit,Omaha,ATM,34,145,1,9929.43,Doctor
1282.86,Debit,Austin,Branch,19,68,1,1830.98,Student
2.03,Credit,Detroit,ATM,33,28,1,3012.31,Engineer
770.65,Debit,Jacksonville,Online,31,137,1,7198.8,Doctor
260.31,Debit,Austin,Branch,63,113,1,10980.38,Doctor
356.1,Credit,Fort Worth,Branch,26,187,1,868.35,Student
27.07,Credit,Virginia Beach,Branch,80,39,1,3773.29,Retired
119.89,Debit,Tucson,ATM,67,60,1,6697.77,Doctor
106.39,Debit,Virginia Beach,Online,37,281,1,9410.99,Doctor
12.04,Debit,Fort Worth,Online,37,58,1,6213.32,Engineer
365.7,Debit,Houston,Branch,21,115,2,368.78,Student
29.38,Credit,Baltimore,Branch,28,63,1,1663.31,Student
319.85,Debit,Denver,ATM,60,148,1,711.66,Doctor
350.14,Credit,Los Angeles,Online,75,38,1,2403.25,Retired
163.94,Credit,Virginia Beach,Branch,52,73,1,5957.37,Retired
170.53,Debit,Oklahoma City,Branch,24,58,1,801.01,Student
262.22,Credit,Baltimore,ATM,40,136,1,5711.71,Engineer
41.49,Debit,Albuquerque,Online,24,13,1,928.33,Student
121.43,Credit,Sacramento,Branch,52,243,1,7365.28,Engineer
350.46,Debit,Nashville,Branch,51,165,1,5839.38,Retired
220.41,Credit,El Paso,Online,26,155,1,5116.98,Engineer
33.46,Debit,Seattle,ATM,72,111,1,3641.07,Retired
104.79,Debit,Denver,ATM,70,223,1,1352.19,Doctor
246.27,Debit,Fresno,Online,29,141,1,7299.86,Doctor
48.85,Debit,Dallas,ATM,19,176,1,1503.56,Student
332,Debit,Charlotte,ATM,69,17,1,5943.13,Retired
118.1,Debit,Memphis,Online,54,167,1,895.66,Engineer
84.59,Credit,Las Vegas,Branch,67,10,1,5669.1,Doctor
295.64,Debit,Jacksonville,Online,21,82,1,1061.96,Student
514.33,Debit,Philadelphia,Branch,25,160,1,1592.94,Student
992.17,Debit,San Antonio,ATM,43,169,1,6215.96,Doctor
94.59,Debit,Washington,Online,39,34,1,6171.89,Doctor
80.43,Debit,Columbus,Branch,59,157,1,5987.67,Retired
54.25,Debit,Virginia Beach,Online,68,37,1,14783.33,Doctor
178.88,Credit,Dallas,Branch,76,93,4,4708.29,Retired
518.85,Debit,Kansas City,Online,22,82,1,1806,Student
10.65,Debit,Louisville,Online,54,161,1,13240.72,Doctor
198.62,Credit,Tucson,Branch,27,84,1,1196.07,Student
107.03,Debit,Miami,Branch,27,73,1,1408.07,Student
139.57,Debit,Fort Worth,ATM,19,263,3,271.78,Student
312.47,Debit,Milwaukee,ATM,49,148,4,9419.27,Engineer
346.11,Debit,Dallas,Branch,41,213,1,9551.64,Engineer
138.06,Debit,Charlotte,Branch,44,159,1,1070.47,Engineer
158.02,Debit,New York,ATM,49,120,1,9374.24,Engineer
830.01,Credit,Chicago,Online,66,96,1,4253.18,Retired
435.5,Debit,Oklahoma City,ATM,55,112,1,6981.03,Retired
110.49,Debit,Raleigh,Online,57,48,1,10483.93,Doctor
329.4,Debit,Denver,Online,34,68,1,9588.07,Doctor
635.4,Debit,Denver,ATM,47,106,1,1238.11,Doctor
769.97,Debit,San Diego,Branch,22,23,1,1244.93,Student
175.07,Debit,Colorado Springs,Branch,26,169,1,1040.25,Student
7.31,Debit,Las Vegas,Branch,78,282,1,5757.67,Retired
175.15,Debit,Detroit,ATM,27,32,1,1712.65,Student
32.54,Debit,Oklahoma City,Online,25,183,4,1544.88,Student
121.82,Debit,Dallas,Online,60,119,1,13293.83,Doctor
56.12,Debit,El Paso,ATM,30,102,1,8839.67,Doctor
424.7,Credit,Miami,Online,56,178,1,6239.89,Retired
35.16,Debit,Chicago,Branch,32,130,1,8459.18,Engineer
35.73,Debit,Miami,Branch,65,87,1,9073.17,Doctor
3.44,Debit,Fort Worth,ATM,78,108,1,7561.33,Retired
1342.25,Credit,Fort Worth,Branch,21,235,1,694.03,Student
139.03,Credit,Los Angeles,Online,50,81,1,2276.57,Engineer
254.92,Credit,San Antonio,ATM,28,169,1,2791.12,Engineer
115.11,Debit,Albuquerque,Online,28,139,1,9808.97,Engineer
171.11,Debit,San Francisco,ATM,57,171,1,6324.09,Retired
168.54,Debit,Oklahoma City,ATM,70,142,2,13406,Doctor
420.76,Debit,Miami,Branch,51,76,1,6581.55,Retired
408.46,Debit,Raleigh,Branch,64,28,1,3140.79,Retired
1162.42,Credit,Detroit,Online,30,45,1,10357.26,Doctor
342.17,Credit,New York,Branch,21,247,1,461.83,Student
580.71,Debit,Philadelphia,ATM,53,95,1,5670,Engineer
821.54,Credit,Atlanta,Branch,79,36,1,4040.32,Retired
253.47,Debit,Atlanta,Branch,20,238,1,220.51,Student
22.81,Debit,New York,Online,62,75,1,3634.76,Retired
266.57,Credit,Boston,Online,39,96,1,7180.48,Engineer
374.61,Credit,Mesa,Online,75,37,1,1389.71,Retired
339.35,Credit,Boston,ATM,78,70,1,5002.7,Retired
810.36,Debit,Columbus,ATM,20,67,1,9239.12,Student
9.83,Debit,Memphis,ATM,24,86,1,666.42,Student
135.57,Credit,Boston,Branch,51,116,1,11351.64,Doctor
340.05,Debit,Detroit,ATM,43,37,1,7234.15,Engineer
283.45,Debit,Colorado Springs,Branch,27,127,1,2049.51,Engineer
100.99,Debit,New York,ATM,68,114,1,8865.27,Doctor
90.88,Debit,Albuquerque,Branch,18,176,1,3908.47,Student
655.15,Debit,Seattle,ATM,26,264,1,5587.44,Engineer
320.55,Debit,Milwaukee,Online,50,118,1,438.75,Engineer
41.51,Debit,Phoenix,Online,28,48,1,609.6,Student
71.53,Credit,Jacksonville,Branch,68,39,1,2393.73,Retired
467.13,Credit,Kansas City,Branch,54,45,1,3914.84,Retired
235.4,Debit,Detroit,Branch,28,70,1,818.36,Student
159.32,Debit,Seattle,Branch,18,100,1,304.44,Student
50.83,Credit,Philadelphia,Online,30,48,1,9553.42,Doctor
56.89,Credit,Houston,Branch,59,56,1,3034.67,Engineer
20.22,Debit,Jacksonville,ATM,43,138,1,5515.32,Engineer
50.4,Debit,San Antonio,Branch,36,84,1,1677.01,Doctor
73.88,Debit,Los Angeles,Branch,53,131,1,4055.55,Retired
119.61,Debit,San Diego,ATM,33,53,1,9899.94,Doctor
1241.05,Debit,Miami,Branch,18,129,1,756.74,Student
116.58,Debit,Raleigh,Branch,43,247,1,2620.74,Engineer
1919.11,Debit,Portland,ATM,30,161,1,11090.24,Doctor
391.96,Debit,Nashville,ATM,64,79,1,2174.16,Retired
156.26,Credit,Virginia Beach,Branch,46,160,1,7854.1,Engineer
427,Credit,Oklahoma City,Branch,49,163,1,8253.65,Engineer
443.68,Debit,Tucson,ATM,18,137,1,874.15,Student
101.76,Debit,Philadelphia,Branch,31,26,1,6043.25,Doctor
67.57,Debit,Charlotte,Branch,37,107,1,2766.12,Engineer
326.29,Debit,Denver,Online,56,179,1,8171.26,Engineer
158.56,Debit,Sacramento,ATM,33,100,1,5401.21,Doctor
56.02,Debit,Memphis,Online,27,142,1,3548.02,Student
288.28,Debit,Portland,Online,27,36,1,160.83,Student
245.67,Credit,Portland,Branch,24,107,1,752.25,Student
152.18,Credit,Los Angeles,Online,39,176,4,2459.84,Engineer
114.35,Credit,El Paso,Branch,41,21,1,469.12,Engineer
373.27,Credit,Miami,Online,61,79,1,8441.61,Doctor
504.63,Debit,Portland,Online,60,168,1,3806.16,Engineer
126.22,Debit,Atlanta,ATM,46,77,4,6133.41,Engineer
820.15,Debit,Kansas City,Branch,47,181,1,8802.97,Doctor
986.81,Credit,Houston,Online,68,127,1,14881.77,Doctor
8.37,Debit,Colorado Springs,ATM,63,135,1,1106.34,Retired
197.49,Credit,Fresno,Online,53,30,1,5005.33,Retired
637.97,Debit,New York,Branch,58,90,1,7949.03,Retired
13.52,Debit,Seattle,ATM,26,65,1,259.77,Student
432.1,Debit,San Francisco,ATM,49,240,1,2114.3,Engineer
375.17,Debit,Fort Worth,ATM,51,66,2,5495.3,Engineer
642.68,Debit,Fresno,Branch,50,94,1,8461.46,Doctor
78.44,Credit,San Jose,Online,52,292,1,6870.84,Retired
139.72,Debit,Memphis,Branch,49,201,1,5058.83,Engineer
499.99,Debit,San Jose,Branch,31,296,1,8885,Engineer
10.07,Debit,Albuquerque,Online,24,49,1,530.81,Student
120.62,Debit,Raleigh,ATM,23,85,1,9379.53,Student
578.49,Debit,Nashville,Branch,59,180,1,6475.13,Retired
119.3,Debit,Mesa,Branch,34,22,5,319.04,Engineer
280.92,Debit,Phoenix,Online,41,168,1,5298.85,Doctor
42.42,Debit,Sacramento,Online,21,102,1,490.57,Student
77.03,Debit,Fresno,ATM,67,259,1,11310.27,Doctor
22.59,Debit,Seattle,ATM,62,45,1,3988.75,Retired
568.76,Debit,Baltimore,ATM,51,155,1,7484.32,Retired
25.94,Credit,San Jose,Online,58,211,5,4815.11,Retired
105.94,Debit,Oklahoma City,Branch,51,207,1,5963.1,Engineer
733.29,Debit,Virginia Beach,ATM,52,94,5,10427,Doctor
350.15,Credit,Fresno,ATM,21,195,1,296.47,Student
1151.18,Debit,Kansas City,ATM,65,105,1,1100.06,Doctor
183.67,Debit,San Diego,Online,19,238,1,910.26,Student
278.27,Debit,Tucson,Branch,29,123,1,6684.34,Doctor
470.3,Debit,Austin,ATM,40,88,1,8524.09,Doctor
261.69,Debit,Philadelphia,ATM,53,84,1,5126.65,Retired
365.04,Debit,Virginia Beach,Branch,22,94,1,873.89,Student
211.1,Debit,Miami,Branch,57,136,1,7059.77,Retired
21.49,Debit,Denver,ATM,58,240,1,11991.24,Doctor
63.58,Debit,Columbus,ATM,18,199,1,8086.04,Student
321.86,Debit,San Antonio,ATM,63,167,1,12626.49,Doctor
12.11,Debit,Jacksonville,Branch,75,127,1,1730.28,Retired
642.54,Debit,Milwaukee,Branch,44,28,1,3143.17,Engineer
210.45,Debit,Las Vegas,ATM,27,146,1,1242.49,Student
313.65,Credit,Chicago,Branch,55,173,1,1886.36,Retired
99.76,Debit,Sacramento,Branch,26,131,1,416.89,Student
115.32,Debit,Denver,Branch,53,113,1,5929.08,Retired
33.61,Debit,Milwaukee,Online,23,72,1,479.08,Student
498.59,Credit,Oklahoma City,Online,33,32,1,5862.99,Doctor
98.81,Debit,San Francisco,Branch,27,91,1,797.1,Student
1.87,Debit,Washington,ATM,65,147,1,7287.94,Retired
78.92,Credit,Jacksonville,Online,59,95,1,5624.86,Engineer
194.29,Credit,Seattle,Branch,39,10,1,2988.41,Engineer
28.73,Debit,Kansas City,ATM,53,185,1,2712.96,Engineer
105.53,Debit,Colorado Springs,Online,24,88,1,1433.66,Student
737.34,Debit,Miami,Online,30,34,1,7336.56,Doctor
237.86,Debit,Philadelphia,ATM,18,210,1,475.63,Student
409.61,Debit,Kansas City,Branch,65,89,1,11698.15,Doctor
75.53,Credit,Fresno,Online,21,157,1,1034.35,Student
72.75,Debit,Phoenix,ATM,64,15,1,12042.79,Doctor
39.11,Debit,Columbus,Online,26,143,1,518.54,Student
1309.79,Debit,San Francisco,ATM,23,139,1,1258.93,Student
729.38,Debit,Los Angeles,ATM,68,90,1,9127.65,Doctor
137.49,Debit,Fort Worth,ATM,34,50,1,4471.05,Engineer
504.71,Debit,Detroit,Online,29,61,1,6214.54,Engineer
371.47,Credit,Milwaukee,Branch,24,58,1,1187.04,Student
430.35,Debit,Charlotte,Online,36,205,1,354.9,Doctor
230.32,Debit,Las Vegas,Branch,35,56,1,791.46,Engineer
121.71,Debit,Chicago,ATM,52,140,1,5878.89,Retired
98.87,Debit,Detroit,Online,20,179,1,533.2,Student
117.55,Debit,Fresno,ATM,24,35,1,897.94,Student
244.64,Debit,Tucson,Branch,30,103,1,9159.56,Doctor
321.93,Debit,Nashville,ATM,45,12,1,4392.73,Engineer
1092.73,Debit,Columbus,Branch,58,11,1,1390.98,Retired
283.23,Debit,El Paso,Online,40,98,1,2008.77,Engineer
346.65,Debit,Washington,Online,30,60,1,6356.96,Engineer
381.62,Debit,Las Vegas,Online,64,164,1,6009.12,Retired
388.65,Debit,Oklahoma City,ATM,76,43,1,7896.85,Retired
29.22,Debit,San Antonio,ATM,24,151,1,1649.43,Student
46.75,Debit,Colorado Springs,Branch,67,150,1,2840.43,Retired
348.64,Debit,San Jose,Online,57,128,1,3274.96,Retired
319.17,Debit,Tucson,Online,73,81,1,6501.56,Retired
73.95,Debit,Kansas City,ATM,26,76,1,363.92,Student
389.63,Debit,Mesa,Online,27,99,1,9748.48,Engineer
217.61,Debit,Chicago,ATM,19,45,1,1404.53,Student
199.84,Debit,Dallas,ATM,21,150,1,706.44,Student
56.35,Debit,Charlotte,ATM,44,75,1,5095.73,Doctor
248.95,Credit,San Francisco,Branch,65,29,1,3059.79,Retired
142.58,Debit,San Antonio,ATM,33,145,1,7844.23,Engineer
1020.73,Debit,Fort Worth,ATM,28,87,1,1119.61,Student
84.34,Debit,Memphis,Online,58,248,3,5313.97,Retired
1607.55,Debit,Phoenix,ATM,31,156,1,6227.99,Engineer
333.78,Debit,San Diego,ATM,60,98,1,6810.94,Retired
332.59,Debit,San Antonio,Online,55,143,1,1457.07,Retired
236.81,Debit,Oklahoma City,Branch,22,15,1,813.68,Student
417.8,Credit,Philadelphia,Branch,27,130,1,1518.82,Student
319.27,Debit,San Antonio,ATM,50,150,1,10269.78,Doctor
384.1,Debit,Detroit,Branch,42,172,1,672.79,Engineer
820.62,Credit,Fresno,Branch,61,158,1,6024.8,Doctor
474.77,Credit,Indianapolis,Online,56,50,1,2158.59,Engineer
542.72,Credit,Indianapolis,Branch,43,92,1,6011.8,Doctor
79.8,Debit,Fort Worth,ATM,73,76,1,6372.58,Retired
46.24,Debit,San Diego,Branch,57,52,1,2569.56,Engineer
327.8,Debit,San Francisco,ATM,61,54,1,10585.48,Doctor
445.79,Debit,Las Vegas,ATM,52,161,1,717.99,Doctor
55.89,Debit,Fresno,Online,72,150,1,3689.65,Retired
158.41,Debit,Sacramento,Branch,28,16,1,1512.16,Student
101.19,Credit,Denver,Online,64,75,1,14389.45,Doctor
827.14,Debit,El Paso,Branch,36,265,4,9800.21,Engineer
61.97,Debit,Phoenix,ATM,74,95,1,7014.69,Retired
27.21,Debit,San Jose,ATM,79,102,1,3520.61,Retired
173.74,Debit,Houston,Online,80,64,1,4913.42,Retired
176.11,Debit,San Jose,Branch,38,105,1,9155.35,Engineer
88.4,Debit,Fort Worth,Online,46,174,1,2567.53,Engineer
567.92,Debit,Columbus,Online,53,14,1,3779.47,Retired
138.11,Credit,Phoenix,Online,68,104,1,4177.65,Retired
456.93,Credit,Virginia Beach,Branch,28,193,1,7284.76,Engineer
101.42,Debit,Atlanta,Online,66,146,1,6530.59,Retired
300.61,Debit,El Paso,Online,44,51,1,7895.54,Doctor
265.94,Debit,Boston,Online,54,132,1,6781.3,Engineer
345.54,Debit,San Diego,Online,29,50,1,2091.78,Engineer
411.52,Debit,Los Angeles,ATM,41,88,1,11108.39,Doctor
111.21,Debit,Portland,Branch,35,111,1,9088.36,Doctor
316.37,Debit,Colorado Springs,ATM,53,86,1,4671.69,Engineer
260.63,Debit,Fort Worth,Branch,37,142,1,7534.73,Engineer
92.36,Debit,Dallas,ATM,29,144,1,6353.14,Engineer
262.06,Debit,Oklahoma City,Branch,63,118,1,13587.52,Doctor
64.5,Debit,Denver,ATM,74,230,1,1351.24,Retired
253.55,Debit,Jacksonville,ATM,28,85,5,2797.26,Engineer
408.28,Credit,Nashville,Branch,21,125,3,1222.77,Student
175.94,Debit,Indianapolis,ATM,57,89,1,3728.04,Retired
199.47,Debit,Detroit,Online,57,142,1,6067.44,Doctor
51.07,Debit,Dallas,Branch,63,133,1,4292.16,Retired
435.86,Debit,Jacksonville,ATM,56,134,1,3801.82,Retired
74.73,Credit,Jacksonville,Branch,64,162,1,6353.22,Retired
182.79,Credit,Louisville,Online,23,14,1,1251.85,Student
628.36,Debit,Austin,Online,44,108,1,11869.71,Doctor
268.39,Debit,San Antonio,Online,29,177,1,9409.43,Doctor
362.27,Debit,Jacksonville,ATM,80,47,1,6003.59,Retired
560.15,Credit,Memphis,Online,50,92,1,817.83,Engineer
351.99,Debit,Chicago,ATM,80,45,2,3663.64,Retired
132.36,Debit,Colorado Springs,Branch,28,160,1,319.65,Student
24.77,Credit,Nashville,Online,40,17,1,478.23,Engineer
668.67,Debit,Detroit,Online,44,143,4,13446.81,Doctor
80.24,Credit,New York,Branch,53,58,1,8012.81,Doctor
8.65,Debit,Mesa,ATM,68,198,1,4201.22,Retired
178.91,Debit,Omaha,ATM,18,19,1,8870.89,Student
115.22,Debit,San Francisco,Branch,27,108,1,906.2,Engineer
161.63,Debit,San Jose,Online,46,276,1,9286.37,Doctor
542.75,Credit,Nashville,Branch,70,63,1,2224.08,Retired
317.47,Credit,Sacramento,Online,67,16,1,14639.28,Doctor
280.99,Debit,Houston,Branch,45,29,1,9733.59,Engineer
24.19,Debit,San Diego,ATM,29,28,1,2756.2,Engineer
586.85,Debit,Mesa,ATM,36,86,1,6655.15,Doctor
372.41,Debit,San Diego,ATM,55,143,1,3233.87,Retired
63.17,Debit,Fresno,ATM,20,148,1,1676.57,Student
383.69,Debit,Colorado Springs,Online,54,285,1,8371.11,Engineer
247.17,Credit,Chicago,Branch,65,149,1,2611.64,Retired
48.78,Credit,Kansas City,Branch,18,136,1,552.06,Student
4.15,Credit,Omaha,Branch,60,119,1,6017.36,Retired
60.99,Debit,Oklahoma City,Branch,34,58,1,7281.46,Engineer
408.19,Debit,Mesa,Branch,26,241,1,6847.47,Engineer
524.6,Debit,El Paso,Branch,58,76,1,13017.7,Doctor
108.96,Debit,Milwaukee,ATM,26,247,1,7597.66,Student
70.03,Debit,Nashville,Branch,63,49,1,7330.31,Retired
124.84,Debit,Louisville,Online,52,79,1,6711.78,Retired
324.04,Debit,Virginia Beach,ATM,54,30,1,2248.06,Retired
39.69,Debit,Austin,Online,70,163,1,3524.68,Retired
157.7,Credit,Omaha,Branch,58,46,1,8332.58,Engineer
81.27,Credit,Seattle,Online,22,68,1,1814.48,Student
193.82,Debit,Kansas City,Branch,37,176,1,3886.77,Engineer
16.73,Debit,Omaha,Online,79,165,1,7591.13,Retired
474.05,Debit,San Jose,ATM,57,214,1,1484.31,Retired
39.21,Debit,Miami,ATM,66,245,4,9385.57,Doctor
637.75,Debit,Dallas,Branch,79,152,1,4202.92,Retired
153.59,Credit,Portland,Branch,66,174,1,4813.12,Retired
186.6,Debit,Tucson,Branch,18,139,1,9716.68,Student
644.08,Debit,Atlanta,Online,24,55,1,1980.62,Student
226.66,Debit,Austin,Branch,41,168,1,10216.25,Doctor
305,Debit,Phoenix,ATM,22,222,1,944.83,Student
233.1,Credit,Nashville,Branch,42,37,1,7469.2,Doctor
793.13,Debit,Memphis,Online,68,76,1,13389.16,Doctor
224.19,Debit,Houston,ATM,52,93,1,8475.47,Doctor
214.83,Credit,Tucson,ATM,23,63,1,991.69,Student
163.46,Credit,Baltimore,Branch,63,111,1,6953.8,Retired
194.99,Debit,Jacksonville,Branch,34,91,1,1370.03,Engineer
23.4,Debit,El Paso,ATM,46,175,4,14851.28,Doctor
227.5,Debit,Sacramento,Online,34,277,1,11505.35,Doctor
259.9,Debit,Oklahoma City,Online,26,100,1,914.28,Student
59.51,Credit,Dallas,Online,36,55,1,9955.88,Doctor
50.63,Debit,Columbus,Online,64,143,1,4732.81,Retired
1074.95,Debit,Jacksonville,Branch,20,91,1,530.86,Student
